original ID,Individual recoded,Trial,Box,Box recoded,Family (old),Family NEW,Donor (D) / Receptor (R),Weight start (g),Weight  end or death (g),Description of symptoms,Day of first symptoms,Day of death,parasites,Donor (D) / Receptor (R),Donor fam,Family combinations,Original sire ID,Sire_rec,Original sire ID,Dam_rec,Sex,Genotype,Weight start (g),Weight category,Description of symptoms,Ascite,Belly up,Color change,Haemorragia,Depigmentation,Erratic swimming,Wound,Day start to end (resilience),Days onset symptoms (susceptibility),Days onset to death (tolerance) ,Removed (yes/no),"Resilience (0 dead/UC, 1 survive/C)","Resistance (0 dead/UC, 1 survive/C)","Tolerance (0 dead/UC, 1 survive/C)"
454,454,1,19,19,25,25,D,25.5,24.2,color change,2014-10-06,2014-10-07,YES,D,D,1,FB-Y-147,3,FB-X-330,2,NA,Yes,25.5,2,color change,,,x,,,,,5,4,1,no,no,0,0
455,455,1,19,19,25,25,D,29.6,26.4,color change,2014-10-07,2014-10-08,YES,D,D,1,FB-Y-147,3,FB-X-330,2,NA,Yes,29.6,3,color change,,,x,,,,,6,5,1,no,no,0,0
456,456,1,19,19,16,16,R,31.7,42.6,color change,2014-11-12,2014-11-16,YES,R,25,1,FB-Y-145,1,FB-X-330,2,NA,Yes,31.7,3,color change,,,x,,,,,45,41,4,no,0,0,0
457,457,1,19,19,16,16,R,42.9,58.2,wound in the fin labeled,2014-11-19,2014-11-21,YES,R,25,1,FB-Y-145,1,FB-X-330,2,Male,Yes,42.9,5,wound in the fin labeled,,,,,,,x,50,48,2,no,0,0,0
458,458,1,19,19,16,16,R,30.9,37.4,NA,NA,2014-12-07,YES,R,25,1,FB-Y-145,1,FB-X-330,2,Male,Yes,30.9,3,NA,,,,,,,,66,NA,NA,no,0,no,no
459,459,1,19,19,16,16,R,31,44.5,wound in the fin labeled,2014-11-06,2014-11-12,YES,R,25,1,FB-Y-145,1,FB-X-330,2,Female,Yes,31,3,wound in the fin labeled,,,,,,,x,41,35,6,no,0,0,0
460,460,1,19,19,16,16,R,27.1,34.3,NA,NA,2014-12-25,YES,R,25,1,FB-Y-145,1,FB-X-330,2,Male,Yes,27.1,2,NA,,,,,,,,84,NA,NA,no,0,no,no
461,461,1,19,19,10,10,R,37.5,43.1,color change,2014-11-15,2014-11-18,YES,R,25,1,FB-Y-89,24,FB-X-168,18,Female,Yes,37.5,4,color change,,,x,,,,,47,44,3,no,0,0,0
462,462,1,19,19,10,10,R,36.5,49.8,color change,2014-12-08,2014-12-18,YES,R,25,1,FB-Y-89,24,FB-X-168,18,Male,Yes,36.5,4,color change,,,x,,,,,77,67,10,no,0,0,0
463,463,1,19,19,10,10,R,42.1,50.8,color change,2014-11-18,2014-11-21,YES,R,25,1,FB-Y-89,24,FB-X-168,18,Female,Yes,42.1,5,color change,,,x,,,,,50,47,3,no,0,0,0
464,464,1,19,19,10,10,R,38.4,43.2,NA,NA,2014-12-02,YES,R,25,1,FB-Y-89,24,FB-X-168,18,Female,Yes,38.4,4,NA,,,,,,,,61,NA,NA,no,0,no,no
465,465,1,19,19,10,10,R,65.7,68.3,color change,2014-11-12,2014-11-19,YES,R,25,1,FB-Y-89,24,FB-X-168,18,Male,Yes,65.7,6,color change,,,x,,,,,48,41,7,no,0,0,0
466,466,1,19,19,12,12,R,47.6,57.2,exophthalmia,2014-11-26,2014-11-23,YES,R,25,1,FB-Y-152,4,FB-X-329,1,Female,Yes,47.6,5,exophthalmia,,,,,,x,,52,55,-3,yes,no,no,no
467,467,1,19,19,12,12,R,27.9,29.2,wound in the fin labeled,2014-11-10,2014-11-14,YES,R,25,1,FB-Y-152,4,FB-X-329,1,Female,Yes,27.9,2,wound in the fin labeled,,,,,,,x,43,39,4,no,0,0,0
468,468,1,19,19,12,12,R,41,39.4,NA,NA,2014-11-28,YES,R,25,1,FB-Y-152,4,FB-X-329,1,Male,Yes,41,5,NA,,,,,,,,57,NA,NA,no,0,no,no
469,469,1,19,19,12,12,R,29.3,33.8,color change,2014-11-19,2014-12-07,YES,R,25,1,FB-Y-152,4,FB-X-329,1,Female,Yes,29.3,3,color change,,,x,,,,,66,48,18,no,0,0,0
470,470,1,19,19,12,12,R,25.8,28.2,wound in lateral fin ,2014-10-30,2014-11-05,YES,R,25,1,FB-Y-152,4,FB-X-329,1,Female,Yes,25.8,2,wound in lateral fin ,,,,,,,x,34,28,6,no,0,0,0
471,471,1,19,19,39,39,R,30.2,33,NA,NA,2014-11-19,YES,R,25,1,FB-Y-40,16,FB-X-230,21,Male,Yes,30.2,3,NA,,,,,,,,48,NA,NA,no,0,no,no
472,472,1,19,19,39,39,R,32.6,65.6,belly up,2014-12-18,2015-01-14,Slaughtered,R,25,1,FB-Y-40,16,FB-X-230,21,Female,Yes,32.6,3,belly up,,x,,,,,,104,77,27,no,1,0,1
473,473,1,19,19,39,39,R,28.2,31.4,NA,NA,2014-10-27,NA,R,25,1,FB-Y-40,16,FB-X-230,21,Male,Yes,28.2,2,NA,,,,,,,,25,NA,NA,yes,no,no,no
474,474,1,19,19,39,39,R,20.6,30.2,color change,2014-12-05,2014-12-21,YES,R,25,1,FB-Y-40,16,FB-X-230,21,Male,Yes,20.6,1,color change,,,x,,,,,80,64,16,no,0,0,0
475,475,1,19,19,39,39,R,35,40.7,NA,NA,2014-11-06,Non,R,25,1,FB-Y-40,16,FB-X-230,21,Male,Yes,35,4,NA,,,,,,,,35,NA,NA,yes,no,no,no
476,476,1,20,20,25,25,D,33.6,29.8,erratic swimming,2014-10-06,2014-10-07,YES,D,D,2,FB-Y-147,3,FB-X-330,2,NA,Yes,33.6,4,erratic swimming,,,,,,x,,5,4,1,no,no,0,0
477,477,1,20,20,25,25,D,36.6,34.6,NA,NA,2014-10-07,YES,D,D,2,FB-Y-147,3,FB-X-330,2,NA,Yes,36.6,4,NA,,,,,,,,5,NA,NA,no,no,no,no
478,478,1,20,20,25,25,D,28,26.2,ascite+ fish colour darken,2014-10-07,2014-10-07,YES,D,D,2,FB-Y-147,3,FB-X-330,2,NA,Yes,28,2,ascite+ fish colour darken,x,,x,,,,,5,5,0,no,no,0,0
479,479,1,20,20,25,25,D,24.2,22.9,ascite+ fish colour darken,2014-10-07,2014-10-07,YES,D,D,2,FB-Y-147,3,FB-X-330,2,NA,Yes,24.2,1,ascite+ fish colour darken,x,,x,,,,,5,5,0,no,no,0,0
480,480,1,20,20,25,25,D,30.9,30.2,NA,NA,2014-10-07,YES,D,D,2,FB-Y-147,3,FB-X-330,2,NA,Yes,30.9,3,NA,,,,,,,,5,NA,NA,no,no,no,no
481,481,1,20,20,20,20,R,25.1,36.3,color change,2014-12-29,2015-01-07,YES,R,25,2,FB-Y-145,1,FB-X-356,10,Female,Yes,25.1,2,color change,,,x,,,,,97,88,9,no,0,0,0
482,482,1,20,20,20,20,R,26.4,29.2,color change,2014-11-05,2014-11-11,YES,R,25,2,FB-Y-145,1,FB-X-356,10,Male,Yes,26.4,2,color change,,,x,,,,,40,34,6,no,0,0,0
483,483,1,20,20,20,20,R,40.5,96.7,NA,NA,2015-01-14,Slaughtered,R,25,2,FB-Y-145,1,FB-X-356,10,Male,Yes,40.5,5,NA,,,,,,,,104,104,NA,no,1,1,no
484,484,1,20,20,20,20,R,26.6,37.8,NA,NA,2014-11-07,YES,R,25,2,FB-Y-145,1,FB-X-356,10,Male,Yes,26.6,2,NA,,,,,,,,36,NA,NA,no,0,no,no
485,485,1,20,20,20,22,R,27,28.1,color change,2014-10-16,2014-10-27,YES,R,25,2,FB-Y-146,2,FB-X-356,10,NA,Yes,27,2,color change,,,x,,,,,25,14,11,no,0,0,0
486,486,1,20,20,7,7,R,31.9,63.5,NA,NA,2015-01-14,Slaughtered,R,25,2,FB-Y-162,7,FB-X-353,8,Male,Yes,31.9,3,NA,,,,,,,,104,104,NA,no,1,1,no
487,487,1,20,20,7,7,R,34.8,77.5,NA,NA,2015-01-14,Slaughtered,R,25,2,FB-Y-162,7,FB-X-353,8,Male,Yes,34.8,4,NA,,,,,,,,104,104,NA,no,1,1,no
488,488,1,20,20,7,7,R,40.3,93.6,NA,NA,2015-01-14,Slaughtered,R,25,2,FB-Y-162,7,FB-X-353,8,Female,Yes,40.3,5,NA,,,,,,,,104,104,NA,no,1,1,no
489,489,1,20,20,7,7,R,39.5,70,NA,NA,2015-01-14,Slaughtered,R,25,2,FB-Y-162,7,FB-X-353,8,Male,Yes,39.5,5,NA,,,,,,,,104,104,NA,no,1,1,no
490,490,1,20,20,7,7,R,50.9,70.4,NA,NA,2015-01-14,Slaughtered,R,25,2,FB-Y-162,7,FB-X-353,8,Female,Yes,50.9,6,NA,,,,,,,,104,104,NA,no,1,1,no
491,491,1,20,20,19,19,R,30.6,31.1,color change,2014-11-03,2014-11-26,YES,R,25,2,FB-Y-152,4,FB-X-350,7,Male,Yes,30.6,3,color change,,,x,,,,,55,32,23,no,0,0,0
492,492,1,20,20,19,19,R,29.8,103.9,NA,NA,2015-01-14,Slaughtered,R,25,2,FB-Y-152,4,FB-X-350,7,Male,Yes,29.8,3,NA,,,,,,,,104,104,NA,no,1,1,no
493,493,1,20,20,19,19,R,37.9,50.6,NA,NA,2014-12-07,YES,R,25,2,FB-Y-152,4,FB-X-350,7,NA,Yes,37.9,4,NA,,,,,,,,66,NA,NA,no,0,no,no
494,494,1,20,20,19,19,R,34.4,47.5,NA,NA,2014-11-27,YES,R,25,2,FB-Y-152,4,FB-X-350,7,Female,Yes,34.4,4,NA,,,,,,,,56,NA,NA,no,0,no,no
495,495,1,20,20,19,72,R,16.8,38,NA,NA,2015-01-14,Slaughtered,R,25,2,FB-Y-152,4,FB-X-330,2,Female,Yes,16.8,1,NA,,,,,,,,104,104,NA,no,1,1,no
496,496,1,20,20,30,30,R,29.4,37.8,NA,NA,2014-12-15,YES,R,25,2,FB-Y-1,12,FB-X-183,26,Male,Yes,29.4,3,NA,,,,,,,,74,NA,NA,no,0,no,no
497,497,1,20,20,30,30,R,23,21.3,NA,NA,2014-10-13,YES,R,25,2,FB-Y-1,12,FB-X-183,26,Male,Yes,23,1,NA,,,,,,,,11,NA,NA,no,0,no,no
498,498,1,20,20,30,30,R,25.9,63.3,NA,NA,2015-01-14,Slaughtered,R,25,2,FB-Y-1,12,FB-X-183,26,Male,Yes,25.9,2,NA,,,,,,,,104,104,NA,no,1,1,no
499,499,1,20,20,30,30,R,24.1,45.2,NA,NA,2014-12-22,YES,R,25,2,FB-Y-1,12,FB-X-183,26,Female,Yes,24.1,1,NA,,,,,,,,81,NA,NA,no,0,no,no
500,500,1,20,20,30,30,R,19.3,41.7,NA,NA,2015-01-14,Slaughtered,R,25,2,FB-Y-1,12,FB-X-183,26,Female,Yes,19.3,1,NA,,,,,,,,104,104,NA,no,1,1,no
501,501,1,21,21,25,25,D,35.1,28.2,ascite,2014-10-07,2014-10-07,YES,D,D,3,FB-Y-147,3,FB-X-330,2,NA,Yes,35.1,4,ascite,x,,,,,,,5,5,0,no,no,0,0
502,502,1,21,21,25,25,D,30.1,26.2,NA,NA,2014-10-11,YES,D,D,3,FB-Y-147,3,FB-X-330,2,NA,Yes,30.1,3,NA,,,,,,,,9,NA,NA,no,no,no,no
503,503,1,21,21,25,25,D,38.4,36,color change,2014-10-05,2014-10-07,YES,D,D,3,FB-Y-147,3,FB-X-330,2,NA,Yes,38.4,4,color change,,,x,,,,,5,3,2,no,no,0,0
504,504,1,21,21,25,25,D,26.9,26.8,color change,2014-11-29,2014-12-02,YES,D,D,3,FB-Y-147,3,FB-X-330,2,NA,Yes,26.9,2,color change,,,x,,,,,61,58,3,no,no,0,0
505,505,1,21,21,25,25,D,33.7,29.6,color change,2014-10-05,2014-10-07,YES,D,D,3,FB-Y-147,3,FB-X-330,2,NA,Yes,33.7,4,color change,,,x,,,,,5,3,2,no,no,0,0
506,506,1,21,21,33,33,R,36.7,43.5,color change,2014-12-17,2014-12-22,YES,R,25,3,FB-Y-146,2,FB-X-351,9,Male,Yes,36.7,4,color change,,,x,,,,,81,76,5,no,0,0,0
507,507,1,21,21,33,33,R,29.1,29,color change,2014-10-05,2014-10-14,YES,R,25,3,FB-Y-146,2,FB-X-351,9,Female,Yes,29.1,3,color change,,,x,,,,,12,3,9,no,0,0,0
508,508,1,21,21,33,33,R,49.2,56.3,NA,NA,2014-12-07,YES,R,25,3,FB-Y-146,2,FB-X-351,9,Female,Yes,49.2,6,NA,,,,,,,,66,NA,NA,no,0,no,no
509,509,1,21,21,33,33,R,33.6,42.5,color change,2014-11-09,2014-11-10,YES,R,25,3,FB-Y-146,2,FB-X-351,9,Female,Yes,33.6,4,color change,,,x,,,,,39,38,1,no,0,0,0
510,510,1,21,21,33,33,R,48,44.9,color change,2014-12-05,2014-12-08,YES,R,25,3,FB-Y-146,2,FB-X-351,9,Female,Yes,48,5,color change,,,x,,,,,67,64,3,no,0,0,0
511,511,1,21,21,13,13,R,29.9,30.5,color change,2014-10-21,2014-11-11,YES,R,25,3,FB-Y-85,21,FB-X-5,23,Female,Yes,29.9,3,color change,,,x,,,,,40,19,21,no,0,0,0
512,512,1,21,21,13,13,R,37.1,39.6,NA,NA,2014-11-25,YES,R,25,3,FB-Y-85,21,FB-X-5,23,Female,Yes,37.1,4,NA,,,,,,,,54,NA,NA,no,0,no,no
513,513,1,21,21,13,13,R,30.7,30.3,color change,2014-10-16,2014-11-11,YES,R,25,3,FB-Y-85,21,FB-X-5,23,Male,Yes,30.7,3,color change,,,x,,,,,40,14,26,no,0,0,0
514,514,1,21,21,13,13,R,21.6,21.8,color change,2014-11-21,2014-11-27,YES,R,25,3,FB-Y-85,21,FB-X-5,23,Male,Yes,21.6,1,color change,,,x,,,,,56,50,6,no,0,0,0
515,515,1,21,21,13,13,R,22.5,22.8,exophthalmia,2014-11-28,2014-11-29,YES,R,25,3,FB-Y-85,21,FB-X-5,23,NA,Yes,22.5,1,exophthalmia,,,,,,x,,58,57,1,no,0,0,0
516,516,1,21,21,18,18,R,31.9,39.9,color change,2014-10-31,2014-11-18,YES,R,25,3,FB-Y-5,13,FB-X-168,18,Male,Yes,31.9,3,color change,,,x,,,,,47,29,18,no,0,0,0
517,517,1,21,21,18,18,R,27.5,32.9,belly up,2014-10-29,2014-12-07,YES,R,25,3,FB-Y-5,13,FB-X-168,18,Male,Yes,27.5,2,belly up,,x,,,,,,66,27,39,no,0,0,0
518,518,1,21,21,18,18,R,23.7,28.1,NA,NA,2014-11-21,YES,R,25,3,FB-Y-5,13,FB-X-168,18,Male,Yes,23.7,1,NA,,,,,,,,50,NA,NA,no,0,no,no
519,519,1,21,21,18,18,R,31.4,40.8,exophthalmia,2014-11-28,2014-12-07,YES,R,25,3,FB-Y-5,13,FB-X-168,18,NA,Yes,31.4,3,exophthalmia,,,,,,x,,66,57,9,no,0,0,0
520,520,1,21,21,18,18,R,21.7,27.6,NA,NA,2014-11-28,YES,R,25,3,FB-Y-5,13,FB-X-168,18,Male,Yes,21.7,1,NA,,,,,,,,57,NA,NA,no,0,no,no
521,521,1,21,21,15,15,R,36.6,45.2,color change,2014-11-20,2014-11-30,YES,R,25,3,FB-Y-40,16,FB-X-186,13,Male,Yes,36.6,4,color change,,,x,,,,,59,49,10,no,0,0,0
522,522,1,21,21,15,15,R,49.5,44.9,color change,2014-12-10,2014-12-16,YES,R,25,3,FB-Y-40,16,FB-X-186,13,Female,Yes,49.5,6,color change,,,x,,,,,75,69,6,no,0,0,0
523,523,1,21,21,15,15,R,31,41,belly up,2014-12-01,2014-12-14,YES,R,25,3,FB-Y-40,16,FB-X-186,13,Male,Yes,31,3,belly up,,x,,,,,,73,60,13,no,0,0,0
524,524,1,21,21,15,15,R,41,70.5,wound in the fin labeled,2014-11-04,2015-01-14,Slaughtered,R,25,3,FB-Y-40,16,FB-X-186,13,NA,Yes,41,5,wound in the fin labeled,,,,,,,x,104,33,71,no,1,0,1
525,525,1,21,21,15,15,R,31.6,32.1,erratic swimming,2014-10-29,2014-10-31,YES,R,25,3,FB-Y-40,16,FB-X-186,13,Female,Yes,31.6,3,erratic swimming,,,,,,x,,29,27,2,no,0,0,0
526,526,1,22,22,25,25,D,38.5,37.9,NA,NA,2014-10-06,YES,D,D,4,FB-Y-147,3,FB-X-330,2,NA,Yes,38.5,4,NA,,,,,,,,4,NA,NA,no,no,no,no
527,527,1,22,22,25,25,D,29.2,26.5,NA,NA,2014-10-07,YES,D,D,4,FB-Y-147,3,FB-X-330,2,NA,Yes,29.2,3,NA,,,,,,,,5,NA,NA,no,no,no,no
528,528,1,22,22,25,25,D,24.4,18.2,erratic swimming,2014-10-05,2014-10-07,YES,D,D,4,FB-Y-147,3,FB-X-330,2,NA,Yes,24.4,2,erratic swimming,,,,,,x,,5,3,2,no,no,0,0
529,529,1,22,22,25,25,D,29.4,25.9,NA,NA,2014-10-12,YES,D,D,4,FB-Y-147,3,FB-X-330,2,NA,Yes,29.4,3,NA,,,,,,,,10,NA,NA,no,no,no,no
530,530,1,22,22,25,25,D,38.3,35.6,belly up,2014-10-07,2014-10-07,YES,D,D,4,FB-Y-147,3,FB-X-330,2,NA,Yes,38.3,4,belly up,,x,,,,,,5,5,0,no,no,0,0
531,531,1,22,22,22,22,R,28.1,43.8,NA,NA,2014-12-15,YES,R,25,4,FB-Y-146,2,FB-X-356,10,Female,Yes,28.1,2,NA,,,,,,,,74,NA,NA,no,0,no,no
532,532,1,22,22,22,22,R,26.2,36.2,NA,NA,2014-11-29,YES,R,25,4,FB-Y-146,2,FB-X-356,10,Male,Yes,26.2,2,NA,,,,,,,,58,NA,NA,no,0,no,no
533,533,1,22,22,22,22,R,29,28.6,NA,NA,2014-12-01,YES,R,25,4,FB-Y-146,2,FB-X-356,10,Male,Yes,29,3,NA,,,,,,,,60,NA,NA,no,0,no,no
534,534,1,22,22,22,22,R,26.4,41,exophthalmia,2014-11-24,2014-12-15,YES,R,25,4,FB-Y-146,2,FB-X-356,10,Male,Yes,26.4,2,exophthalmia,,,,,,x,,74,53,21,no,0,0,0
535,535,1,22,22,22,22,R,31.6,41.5,head depigmentation,2014-11-28,2014-12-06,YES,R,25,4,FB-Y-146,2,FB-X-356,10,Female,Yes,31.6,3,head depigmentation,,,,,x,,,65,57,8,no,0,0,0
536,536,1,22,22,14,19,R,27.5,28.2,NA,NA,2014-12-10,YES,R,25,4,FB-Y-152,4,FB-X-350,7,NA,Yes,27.5,2,NA,,,,,,,,69,NA,NA,no,0,no,no
537,537,1,22,22,14,14,R,40.8,80.2,haemorrhage in pectoral fin,2014-11-28,2015-01-14,Slaughtered,R,25,4,FB-Y-1,12,FB-X-168,18,Female,Yes,40.8,5,haemorrhage in pectoral fin,,,,x,,,,104,57,47,no,1,0,1
538,538,1,22,22,14,19,R,39.8,52.4,NA,NA,2014-11-28,YES,R,25,4,FB-Y-152,4,FB-X-350,7,Male,Yes,39.8,5,NA,,,,,,,,57,NA,NA,no,0,no,no
539,539,1,22,22,14,14,R,29.6,33.2,wound in the fin labeled,2014-11-14,2014-11-19,YES,R,25,4,FB-Y-1,12,FB-X-168,18,Female,Yes,29.6,3,wound in the fin labeled,,,,,,,x,48,43,5,no,0,0,0
540,540,1,22,22,14,19,R,19.8,19.9,exophthalmia,2014-11-28,2014-11-30,YES,R,25,4,FB-Y-152,4,FB-X-350,7,Male,Yes,19.8,1,exophthalmia,,,,,,x,,59,57,2,no,0,0,0
541,541,1,22,22,8,8,R,39.1,35.9,NA,NA,2014-12-07,YES,R,25,4,FB-Y-162,7,FB-X-186,13,Female,Yes,39.1,4,NA,,,,,,,,66,NA,NA,no,0,no,no
542,542,1,22,22,8,8,R,47.8,38.7,depigmentation in the dorsal area,2014-11-28,2014-12-03,YES,R,25,4,FB-Y-162,7,FB-X-186,13,Female,Yes,47.8,5,depigmentation in the dorsal area,,,,,x,,,62,57,5,no,0,0,0
543,543,1,22,22,8,8,R,33.1,81.3,NA,NA,2015-01-14,Slaughtered,R,25,4,FB-Y-162,7,FB-X-186,13,Male,Yes,33.1,3,NA,,,,,,,,104,104,NA,no,1,1,no
544,544,1,22,22,8,8,R,42.1,49.7,depigmentation in the ventral area,2014-11-24,2014-12-04,YES,R,25,4,FB-Y-162,7,FB-X-186,13,Male,Yes,42.1,5,depigmentation in the ventral area,,,,,x,,,63,53,10,no,0,0,0
545,545,1,22,22,8,8,R,40.8,51.1,wound in the fin labeled,2014-11-04,2014-11-13,YES,R,25,4,FB-Y-162,7,FB-X-186,13,Male,Yes,40.8,5,wound in the fin labeled,,,,,,,x,42,33,9,no,0,0,0
546,546,1,22,22,11,11,R,41.3,61.7,NA,NA,2015-01-14,Slaughtered,R,25,4,FB-Y-87,22,FB-X-208,15,Female,Yes,41.3,5,NA,,,,,,,,104,104,NA,no,1,1,no
547,547,1,22,22,11,11,R,34.4,30.7,NA,NA,2014-11-24,YES,R,25,4,FB-Y-87,22,FB-X-208,15,Female,Yes,34.4,4,NA,,,,,,,,53,NA,NA,no,0,no,no
548,548,1,22,22,11,11,R,50.9,70.7,color change,2014-12-01,2014-12-02,YES,R,25,4,FB-Y-87,22,FB-X-208,15,Male,Yes,50.9,6,color change,,,x,,,,,61,60,1,no,0,0,0
549,549,1,22,22,11,11,R,33.6,50.1,color change,2014-12-17,2014-12-20,YES,R,25,4,FB-Y-87,22,FB-X-208,15,NA,Yes,33.6,4,color change,,,x,,,,,79,76,3,no,0,0,0
550,550,1,22,22,11,11,R,29,34.8,color change,2014-11-13,2014-11-17,YES,R,25,4,FB-Y-87,22,FB-X-208,15,Male,Yes,29,3,color change,,,x,,,,,46,42,4,no,0,0,0
551,551,1,23,23,25,25,D,29.6,26.7,ascite + dark blotches on fish,2014-10-07,2014-10-07,YES,D,D,5,FB-Y-147,3,FB-X-330,2,NA,Yes,29.6,3,ascite + dark blotches on fish,x,,,,,,,5,5,0,no,no,0,0
552,552,1,23,23,25,25,D,37.8,35.1,ascite,2014-10-07,2014-10-07,YES,D,D,5,FB-Y-147,3,FB-X-330,2,NA,Yes,37.8,4,ascite,x,,,,,,,5,5,0,no,no,0,0
553,553,1,23,23,25,25,D,31.7,29.9,NA,NA,2014-10-08,YES,D,D,5,FB-Y-147,3,FB-X-330,2,NA,Yes,31.7,3,NA,,,,,,,,6,NA,NA,no,no,no,no
554,554,1,23,23,25,25,D,26.6,24.1,color change,2014-10-05,2014-10-08,YES,D,D,5,FB-Y-147,3,FB-X-330,2,NA,Yes,26.6,2,color change,,,x,,,,,6,3,3,no,no,0,0
555,555,1,23,23,25,25,D,35.2,312,color change,2014-10-05,2014-10-07,YES,D,D,5,FB-Y-147,3,FB-X-330,2,NA,Yes,35.2,4,color change,,,x,,,,,5,3,2,no,no,0,0
556,556,1,23,23,32,32,R,20.1,51.1,wound in the fin labeled,2014-11-10,2014-11-19,YES,R,25,5,FB-Y-87,22,FB-X-230,21,Male,Yes,20.1,1,wound in the fin labeled,,,,,,,x,48,39,9,no,0,0,0
557,557,1,23,23,32,32,R,27.8,82.5,NA,NA,2015-01-14,Slaughtered,R,25,5,FB-Y-87,22,FB-X-230,21,Male,Yes,27.8,2,NA,,,,,,,,104,104,NA,no,1,1,no
558,558,1,23,23,32,32,R,28.4,27.6,color change,2014-10-14,2014-10-19,YES,R,25,5,FB-Y-87,22,FB-X-230,21,Male,Yes,28.4,2,color change,,,x,,,,,17,12,5,no,0,0,0
559,559,1,23,23,32,32,R,36.5,35.8,color change,2014-10-09,2014-10-14,YES,R,25,5,FB-Y-87,22,FB-X-230,21,Female,Yes,36.5,4,color change,,,x,,,,,12,7,5,no,0,0,0
560,560,1,23,23,32,32,R,28.3,31,color change,2014-10-26,2014-11-18,YES,R,25,5,FB-Y-87,22,FB-X-230,21,Female,Yes,28.3,2,color change,,,x,,,,,47,24,23,no,0,0,0
561,561,1,23,23,28,28,R,10.1,10.1,color change,2014-10-23,2014-11-03,YES,R,25,5,FB-Y-89,24,FB-X-334,5,Female,Yes,10.1,1,color change,,,x,,,,,32,21,11,no,0,0,0
562,562,1,23,23,28,28,R,24.4,35.1,color change,2014-11-22,2014-11-23,YES,R,25,5,FB-Y-89,24,FB-X-334,5,NA,Yes,24.4,2,color change,,,x,,,,,52,51,1,no,0,0,0
563,563,1,23,23,28,28,R,16.7,20.4,NA,NA,2014-11-17,YES,R,25,5,FB-Y-89,24,FB-X-334,5,Female,Yes,16.7,1,NA,,,,,,,,46,NA,NA,no,0,no,no
564,564,1,23,23,28,28,R,15.6,18.2,exophthalmia,2014-11-18,2014-11-19,YES,R,25,5,FB-Y-89,24,FB-X-334,5,Male,Yes,15.6,1,exophthalmia,,,,,,x,,48,47,1,no,0,0,0
565,565,1,23,23,28,28,R,14.5,15.6,wound in the fin labeled,2014-11-06,2014-11-10,YES,R,25,5,FB-Y-89,24,FB-X-334,5,Female,Yes,14.5,1,wound in the fin labeled,,,,,,,x,39,35,4,no,0,0,0
566,566,1,23,23,18,18,R,28.1,35.6,wound in the fin labeled,2014-11-03,2014-11-08,YES,R,25,5,FB-Y-5,13,FB-X-168,18,Male,Yes,28.1,2,wound in the fin labeled,,,,,,,x,37,32,5,no,0,0,0
567,567,1,23,23,18,18,R,28.6,49.3,NA,NA,2014-11-20,YES,R,25,5,FB-Y-5,13,FB-X-168,18,Male,Yes,28.6,2,NA,,,,,,,,49,NA,NA,no,0,no,no
568,568,1,23,23,18,18,R,33.1,43,wound in the fin labeled,2014-11-06,2014-11-18,YES,R,25,5,FB-Y-5,13,FB-X-168,18,Female,Yes,33.1,3,wound in the fin labeled,,,,,,,x,47,35,12,no,0,0,0
569,569,1,23,23,18,18,R,33.9,44.3,wound in the fin labeled,2014-11-14,2014-11-12,YES,R,25,5,FB-Y-5,13,FB-X-168,18,Male,Yes,33.9,4,wound in the fin labeled,,,,,,,x,41,43,-2,yes,no,no,no
570,570,1,23,23,18,18,R,32.1,41.7,NA,NA,2014-11-18,YES,R,25,5,FB-Y-5,13,FB-X-168,18,Male,Yes,32.1,3,NA,,,,,,,,47,NA,NA,no,0,no,no
571,571,1,23,23,20,20,R,25,34.8,exophthalmia,2014-11-28,2014-11-28,YES,R,25,5,FB-Y-145,1,FB-X-356,10,Female,Yes,25,2,exophthalmia,,,,,,x,,57,57,0,no,0,0,0
572,572,1,23,23,20,20,R,27.9,42,color change,2014-11-01,2014-11-11,YES,R,25,5,FB-Y-145,1,FB-X-356,10,Male,Yes,27.9,2,color change,,,x,,,,,40,30,10,no,0,0,0
573,573,1,23,23,20,20,R,19,24.3,color change,2014-11-14,2014-11-17,YES,R,25,5,FB-Y-145,1,FB-X-356,10,Male,Yes,19,1,color change,,,x,,,,,46,43,3,no,0,0,0
574,574,1,23,23,20,20,R,30.9,32.3,nostrils haemorrges,2014-11-14,2014-11-17,YES,R,25,5,FB-Y-145,1,FB-X-356,10,Male,Yes,30.9,3,nostrils haemorrges,,,,,,,,46,43,3,no,0,0,0
575,575,1,23,23,20,20,R,27.5,82.5,NA,NA,2015-01-14,Slaughtered,R,25,5,FB-Y-145,1,FB-X-356,10,NA,Yes,27.5,2,NA,,,,,,,,104,104,NA,no,1,1,no
576,576,1,24,24,25,25,D,27.7,26.7,erratic swimming,2014-10-07,2014-10-09,YES,D,D,6,FB-Y-147,3,FB-X-330,2,NA,Yes,27.7,2,erratic swimming,,,,,,x,,7,5,3,no,0,0,0
577,577,1,24,24,25,25,D,30.5,28.8,color change,2014-10-05,2014-10-08,YES,D,D,6,FB-Y-147,3,FB-X-330,2,NA,Yes,30.5,3,color change,,,x,,,,,6,3,3,no,no,0,0
578,578,1,24,24,25,25,D,36.8,33.5,belly up,2014-10-07,2014-10-08,YES,D,D,6,FB-Y-147,3,FB-X-330,2,NA,Yes,36.8,4,belly up,,x,,,,,,6,5,1,no,no,0,0
